"날짜","종가","시가","고가","저가","거래량","변동 %"
"2018- 06- 04","9,540","9,580","9,580","9,535","98.48K","-0.63%"
"2018- 06- 01","9,600","9,645","9,645","9,600","33.67K","-0.47%"
"2018- 05- 31","9,645","9,620","9,650","9,620","15.83K","0.36%"
"2018- 05- 30","9,610","9,620","9,630","9,595","26.30K","0.21%"
"2018- 05- 29","9,590","9,610","9,640","9,585","22.06K","-0.21%"
"2018- 05- 28","9,610","9,605","9,630","9,590","40.99K","-0.52%"
"2018- 05- 25","9,660","9,660","9,660","9,620","48.30K","0.89%"
"2018- 05- 24","9,575","9,595","9,610","9,570","117.14K","0.16%"
"2018- 05- 23","9,560","9,565","9,590","9,535","41.67K","0.37%"
"2018- 05- 21","9,525","9,585","9,585","9,505","30.79K","-0.42%"
"2018- 05- 18","9,565","9,555","9,565","9,540","14.10K","0.37%"
"2018- 05- 17","9,530","9,590","9,600","9,530","26.06K","-0.73%"
"2018- 05- 16","9,600","9,600","9,610","9,570","50.85K","-1.39%"
"2018- 05- 15","9,735","9,760","9,760","9,725","10.68K","-0.66%"
"2018- 05- 14","9,800","9,790","9,805","9,775","13.21K","0.00%"
"2018- 05- 11","9,800","9,795","9,800","9,765","29.03K","0.51%"
"2018- 05- 10","9,750","9,730","9,750","9,715","26.98K","0.31%"
"2018- 05- 09","9,720","9,750","9,755","9,715","19.06K","-0.26%"
"2018- 05- 08","9,745","9,745","9,760","9,725","24.82K","0.00%"
"2018- 05- 04","9,745","9,745","9,755","9,725","80.71K","0.31%"
"2018- 05- 03","9,715","9,705","9,725","9,690","14.43K","0.21%"
"2018- 05- 02","9,695","9,695","9,725","9,680","63.98K","-0.72%"
"2018- 04- 30","9,765","9,805","9,830","9,765","25.06K","-0.20%"
"2018- 04- 27","9,785","9,805","9,805","9,765","24.07K","-0.15%"
"2018- 04- 26","9,800","9,820","9,825","9,800","27.06K","-0.51%"
"2018- 04- 25","9,850","9,865","9,880","9,830","21.01K","0.15%"
"2018- 04- 24","9,835","9,850","9,855","9,820","36.18K","-0.86%"
"2018- 04- 23","9,920","9,900","9,925","9,885","28.38K","-0.70%"
"2018- 04- 20","9,990","9,995","9,995","9,955","41.02K","-0.40%"
"2018- 04- 19","10,030","10,015","10,045","10,005","50.07K","0.55%"
"2018- 04- 18","9,975","9,990","10,005","9,965","32.37K","-0.05%"
"2018- 04- 17","9,980","10,000","10,010","9,965","28.52K","-0.10%"
"2018- 04- 16","9,990","10,000","10,010","9,965","25.60K","0.45%"
"2018- 04- 13","9,945","9,925","9,965","9,925","27.73K","-0.80%"
"2018- 04- 12","10,025","10,045","10,065","10,015","101.38K","0.15%"
"2018- 04- 11","10,010","9,950","10,010","9,945","34.42K","1.01%"
"2018- 04- 10","9,910","9,940","9,940","9,890","53.23K","0.05%"
"2018- 04- 09","9,905","9,890","9,915","9,880","10.05K","0.35%"
"2018- 04- 06","9,870","9,910","9,910","9,870","10.18K","-0.05%"
"2018- 04- 05","9,875","9,925","9,925","9,875","98.16K","-0.55%"
"2018- 04- 04","9,930","9,945","9,945","9,900","42.35K","-0.30%"
"2018- 04- 03","9,960","9,965","9,990","9,935","26.98K","0.61%"
"2018- 04- 02","9,900","9,885","9,905","9,855","83.51K","-0.45%"
"2018- 03- 30","9,945","9,855","9,945","9,855","12.73K","0.76%"
"2018- 03- 29","9,870","9,875","9,885","9,860","22.18K","-1.15%"
"2018- 03- 28","9,985","10,020","10,020","9,980","28.74K","-0.70%"
"2018- 03- 27","10,055","10,050","10,080","10,045","102.08K","0.35%"
"2018- 03- 26","10,020","10,050","10,050","9,990","75.40K","0.30%"
"2018- 03- 23","9,990","9,935","9,990","9,905","57.36K","1.11%"
"2018- 03- 22","9,880","9,895","9,925","9,870","35.03K","0.97%"
"2018- 03- 21","9,785","9,770","9,785","9,740","17.32K","-0.15%"
"2018- 03- 20","9,800","9,805","9,805","9,775","16.82K","0.56%"
"2018- 03- 19","9,745","9,790","9,790","9,730","13.07K","-0.46%"
"2018- 03- 16","9,790","9,805","9,810","9,780","12.14K","-0.91%"
"2018- 03- 15","9,880","9,855","9,895","9,850","35.89K","0.25%"
