"날짜","종가","시가","고가","저가","거래량","변동 %"
"2019- 07- 25","119.98","121.39","121.56","119.68","480.86K","-1.18%"
"2019- 07- 24","121.41","119.12","121.57","119.12","1.06M","1.67%"
"2019- 07- 23","119.42","118.61","119.43","118.40","686.85K","1.01%"
"2019- 07- 22","118.23","118.72","119.10","117.98","526.83K","-0.35%"
"2019- 07- 19","118.64","119.22","119.54","118.60","484.31K","-0.26%"
"2019- 07- 18","118.95","118.76","119.19","118.33","437.80K","0.16%"
"2019- 07- 17","118.76","119.89","119.94","118.50","695.22K","-1.01%"
"2019- 07- 16","119.97","119.68","120.66","119.15","849.48K","0.27%"
"2019- 07- 15","119.65","121.06","121.17","119.36","1.41M","-0.89%"
"2019- 07- 12","120.73","119.88","121.23","119.85","1.05M","0.87%"
"2019- 07- 11","119.69","120.58","120.62","119.25","381.83K","-0.56%"
"2019- 07- 10","120.37","120.88","121.15","119.90","402.52K","0.06%"
"2019- 07- 09","120.30","119.92","120.39","119.68","706.81K","-0.10%"
"2019- 07- 08","120.42","121.09","121.53","120.28","509.76K","-0.96%"
"2019- 07- 05","121.59","120.34","121.59","120.02","262.13K","0.58%"
"2019- 07- 03","120.89","120.48","120.97","120.14","300.07K","0.66%"
"2019- 07- 02","120.10","120.98","120.98","119.44","633.41K","-0.72%"
"2019- 07- 01","120.97","122.24","122.61","120.31","875.99K","0.39%"
"2019- 06- 28","120.50","119.40","120.98","119.39","2.30M","1.16%"
"2019- 06- 27","119.12","117.57","119.14","117.57","653.00K","1.60%"
"2019- 06- 26","117.24","117.84","118.13","117.23","542.18K","-0.25%"
"2019- 06- 25","117.53","118.11","118.30","117.41","783.97K","-0.26%"
"2019- 06- 24","117.84","119.40","119.52","117.84","509.94K","-1.35%"
"2019- 06- 21","119.45","119.96","119.96","119.04","1.54M","-0.60%"
"2019- 06- 20","120.17","120.68","120.71","119.61","983.47K","0.43%"
"2019- 06- 19","119.65","119.48","119.82","119.14","508.93K","0.28%"
"2019- 06- 18","119.31","118.70","120.16","118.52","1.42M","1.14%"
"2019- 06- 17","117.96","118.01","118.42","117.71","2.18M","-0.42%"
"2019- 06- 14","118.46","119.15","119.16","118.42","603.82K","-0.62%"
"2019- 06- 13","119.20","118.64","119.34","118.46","600.89K","0.96%"
"2019- 06- 12","118.07","118.28","118.47","117.72","547.57K","-0.17%"
"2019- 06- 11","118.27","119.10","119.37","117.89","654.42K","-0.01%"
"2019- 06- 10","118.28","118.11","119.12","118.03","638.66K","0.51%"
"2019- 06- 07","117.68","117.71","118.38","117.29","843.74K","0.28%"
"2019- 06- 06","117.35","117.57","117.82","116.07","384.81K","0.03%"
"2019- 06- 05","117.31","118.12","118.18","116.33","1.03M","-0.32%"
"2019- 06- 04","117.69","116.10","117.78","116.01","663.98K","2.29%"
"2019- 06- 03","115.05","114.27","115.51","114.04","1.04M","0.80%"
"2019- 05- 31","114.14","114.44","114.63","113.76","2.00M","-1.25%"
"2019- 05- 30","115.59","116.55","117.16","115.01","998.81K","-0.61%"
"2019- 05- 29","116.30","116.56","116.60","115.44","655.30K","-0.61%"
"2019- 05- 28","117.01","118.38","118.63","117.01","491.15K","-0.99%"
"2019- 05- 24","118.18","117.95","118.39","117.58","317.21K","0.76%"
"2019- 05- 23","117.29","118.55","118.56","116.71","779.54K","-1.87%"
"2019- 05- 22","119.52","120.34","120.49","119.23","369.80K","-1.06%"
"2019- 05- 21","120.80","120.29","121.02","120.18","1.15M","1.02%"
"2019- 05- 20","119.58","119.66","120.35","119.36","500.65K","-0.66%"
"2019- 05- 17","120.37","120.98","122.05","120.27","471.78K","-1.30%"
"2019- 05- 16","121.96","121.65","122.74","121.61","851.43K","0.47%"
"2019- 05- 15","121.39","120.26","121.57","120.00","1.42M","0.09%"
"2019- 05- 14","121.28","119.99","121.61","119.85","726.25K","1.16%"
"2019- 05- 13","119.89","121.49","121.66","119.52","817.72K","-2.82%"
"2019- 05- 10","123.37","122.50","123.48","121.21","430.14K","0.49%"
"2019- 05- 09","122.77","122.15","123.14","121.27","684.73K","-0.28%"
"2019- 05- 08","123.12","123.71","124.24","123.05","470.15K","-0.64%"
"2019- 05- 07","123.91","125.07","125.42","122.99","539.18K","-1.71%"
"2019- 05- 06","126.06","124.29","126.39","124.29","453.12K","0.03%"
"2019- 05- 03","126.02","124.35","126.12","124.27","606.89K","1.88%"
"2019- 05- 02","123.70","123.09","124.30","122.56","514.39K","0.25%"
"2019- 05- 01","123.39","124.65","124.83","123.32","797.08K","-0.76%"
"2019- 04- 30","124.33","124.81","124.81","123.44","914.16K","-0.28%"
"2019- 04- 29","124.68","124.37","125.16","124.17","557.97K","0.50%"
"2019- 04- 26","124.06","123.14","124.19","122.85","340.56K","0.87%"
"2019- 04- 25","122.99","123.81","123.81","122.12","447.56K","-1.07%"
"2019- 04- 24","124.32","124.07","124.73","123.85","671.47K","0.26%"
"2019- 04- 23","124.00","122.42","124.33","122.31","703.29K","1.49%"
"2019- 04- 22","122.18","122.96","123.06","121.64","4.14M","-0.80%"
"2019- 04- 18","123.16","123.55","123.79","122.91","885.17K","-0.41%"
"2019- 04- 17","123.67","124.45","124.45","123.15","578.26K","-0.37%"
"2019- 04- 16","124.13","123.94","124.18","123.46","356.41K","0.49%"
"2019- 04- 15","123.53","124.35","124.56","123.25","528.15K","-0.52%"
"2019- 04- 12","124.17","124.16","124.48","123.50","539.90K","0.53%"
